Date,US,Brazil,India,Russia,Mexico
1/22/20,0,0,0,0,0
1/23/20,0,0,0,0,0
1/24/20,0,0,0,0,0
1/25/20,0,0,0,0,0
1/26/20,0,0,0,0,0
1/27/20,0,0,0,0,0
1/28/20,0,0,0,0,0
1/29/20,0,0,0,0,0
1/30/20,0,0,0,0,0
1/31/20,0,0,0,0,0
2/1/20,0,0,0,0,0
2/2/20,0,0,0,0,0
2/3/20,0,0,0,0,0
2/4/20,0,0,0,0,0
2/5/20,0,0,0,0,0
2/6/20,0,0,0,0,0
2/7/20,0,0,0,0,0
2/8/20,0,0,0,0,0
2/9/20,0,0,0,0,0
2/10/20,0,0,0,0,0
2/11/20,0,0,0,0,0
2/12/20,0,0,0,0,0
2/13/20,0,0,0,0,0
2/14/20,0,0,0,0,0
2/15/20,0,0,0,0,0
2/16/20,0,0,0,0,0
2/17/20,0,0,0,0,0
2/18/20,0,0,0,0,0
2/19/20,0,0,0,0,0
2/20/20,0,0,0,0,0
2/21/20,0,0,0,0,0
2/22/20,0,0,0,0,0
2/23/20,0,0,0,0,0
2/24/20,0,0,0,0,0
2/25/20,0,0,0,0,0
2/26/20,0,0,0,0,0
2/27/20,0,0,0,0,0
2/28/20,0,0,0,0,0
2/29/20,1,0,0,0,0
3/1/20,1,0,0,0,0
3/2/20,6,0,0,0,0
3/3/20,7,0,0,0,0
3/4/20,11,0,0,0,0
3/5/20,12,0,0,0,0
3/6/20,14,0,0,0,0
3/7/20,17,0,0,0,0
3/8/20,21,0,0,0,0
3/9/20,22,0,0,0,0
3/10/20,28,0,0,0,0
3/11/20,33,0,1,0,0
3/12/20,43,0,1,0,0
3/13/20,51,0,2,0,0
3/14/20,58,0,2,0,0
3/15/20,70,0,2,0,0
3/16/20,97,0,2,0,0
3/17/20,134,1,3,0,0
3/18/20,194,3,3,0,0
3/19/20,266,6,4,1,1
3/20/20,372,11,5,1,2
3/21/20,475,15,4,1,2
3/22/20,603,25,7,1,3
3/23/20,790,34,10,1,4
3/24/20,1033,46,10,1,5
3/25/20,1366,59,12,3,6
3/26/20,1783,77,20,3,8
3/27/20,2305,92,20,4,12
3/28/20,3018,111,24,4,16
3/29/20,3573,136,27,8,20
3/30/20,4280,159,32,9,28
3/31/20,5359,201,35,17,29
4/1/20,6996,240,58,24,37
4/2/20,8556,324,72,30,50
4/3/20,9985,359,72,34,60
4/4/20,11605,445,86,43,79
4/5/20,13227,486,99,45,94
4/6/20,14989,564,136,47,125
4/7/20,17595,686,150,58,141
4/8/20,19747,819,178,63,174
4/9/20,22003,950,226,76,194
4/10/20,24217,1057,246,94,233
4/11/20,26320,1124,288,106,273
4/12/20,28203,1223,331,130,296
4/13/20,30204,1328,358,148,332
4/14/20,32685,1532,393,170,406
4/15/20,35309,1736,405,198,449
4/16/20,37496,1924,448,232,486
4/17/20,39600,2141,486,273,546
4/18/20,41543,2354,521,313,650
4/19/20,43510,2462,559,361,686
4/20/20,45795,2587,592,405,712
4/21/20,48246,2741,645,456,857
4/22/20,50712,2906,681,513,970
4/23/20,53138,3331,721,555,1069
4/24/20,55201,3704,780,615,1221
4/25/20,56940,4057,825,681,1305
4/26/20,58354,4286,881,747,1351
4/27/20,59840,4603,939,794,1434
4/28/20,62074,5083,1008,867,1569
4/29/20,64448,5513,1079,972,1732
4/30/20,66638,6006,1154,1073,1859
5/1/20,68518,6412,1223,1169,1972
5/2/20,70291,6761,1323,1222,2061
5/3/20,71492,7051,1391,1280,2154
5/4/20,72862,7367,1566,1356,2271
5/5/20,75041,7938,1693,1451,2507
5/6/20,77359,8588,1785,1537,2704
5/7/20,79262,9190,1889,1625,2961
5/8/20,81033,10017,1985,1723,3160
5/9/20,82504,10656,2101,1827,3353
5/10/20,83505,11123,2212,1915,3465
5/11/20,84531,11653,2294,2009,3573
5/12/20,86119,12461,2415,2116,3926
5/13/20,87814,13240,2551,2212,4220
5/14/20,89581,13999,2649,2305,4477
5/15/20,91205,14962,2753,2418,4767
5/16/20,92374,15662,2871,2537,5045
5/17/20,93191,16118,3025,2631,5177
5/18/20,94413,16853,3156,2722,5332
5/19/20,95840,17983,3302,2837,5666
5/20/20,97310,19059,3434,2972,6090
5/21/20,98491,20128,3584,3099,6510
5/22/20,99695,21159,3726,3249,6989
5/23/20,100774,22205,3868,3388,7179
5/24/20,101410,22863,4024,3541,7394
5/25/20,102010,23590,4172,3633,7633
5/26/20,102664,24644,4344,3807,8134
5/27/20,104116,25705,4534,3968,8597
5/28/20,105181,26895,4711,4142,9044
5/29/20,106290,28032,4980,4374,9415
5/30/20,107236,28896,5185,4555,9779
5/31/20,107857,29367,5408,4693,9930
6/1/20,108624,30108,5608,4849,10167
6/2/20,109603,31473,5829,5031,10637
6/3/20,110603,32667,6088,5208,11729
6/4/20,111601,34177,6363,5376,12545
6/5/20,112471,35253,6649,5520,13170
6/6/20,113109,36054,6946,5717,13511
6/7/20,113569,36530,7207,5851,13699
6/8/20,114071,37393,7473,5963,14053
6/9/20,114980,38586,7750,6134,14649
6/10/20,115836,39824,8102,6350,15357
6/11/20,116644,41092,8498,6522,15944
6/12/20,117466,41935,8884,6705,16448
6/13/20,118174,42792,9195,6819,16872
6/14/20,118522,43426,9520,6938,17141
6/15/20,118920,44190,9900,7081,17580
6/16/20,119695,45522,11903,7274,18310
6/17/20,120436,46707,12237,7468,19080
6/18/20,121132,47946,12573,7650,19747
6/19/20,121760,49118,12948,7831,20394
6/20/20,122323,50100,13254,7992,20781
6/21/20,122642,50683,13699,8101,21825
6/22/20,123021,51445,14011,8196,22584
6/23/20,123752,52851,14476,8349,23377
6/24/20,124507,53955,14894,8503,24324
6/25/20,125058,55135,15301,8594,25060
6/26/20,125687,56128,15685,8770,25779
6/27/20,126186,57159,16095,8958,26381
6/28/20,126512,57753,16475,9060,26648
6/29/20,126881,58475,16893,9152,27121
6/30/20,127432,59792,17400,9306,27769
7/1/20,128134,60878,17834,9521,28510
7/2/20,128883,62137,18213,9668,29189
7/3/20,129559,63350,18655,9844,29843
7/4/20,129867,64410,19268,10011,30366
7/5/20,130201,64968,19693,10145,30639
7/6/20,130575,65653,20159,10280,31119
7/7/20,131719,66953,20642,10478,32014
7/8/20,132562,68126,21129,10650,32796
7/9/20,133601,69348,21604,10826,33526
7/10/20,134402,70646,22123,11000,34191
7/11/20,135167,71578,22673,11188,34730
7/12/20,135632,72195,23174,11318,35006
7/13/20,136084,73030,23727,11422,35491
7/14/20,136988,74324,24309,11597,36327
7/15/20,137942,75604,24914,11753,36906
7/16/20,138903,76903,25602,11920,37574
7/17/20,139844,78026,26273,12106,38310
7/18/20,140733,78870,26816,12228,38888
7/19/20,141197,79578,27497,12323,39184
7/20/20,141750,80346,28082,12408,39485
7/21/20,142823,81663,28732,12561,40400
7/22/20,144066,82959,29861,12726,41190
7/23/20,145122,84272,30601,12873,41908
7/24/20,146232,85437,31358,13026,42645
7/25/20,147181,86536,32060,13172,43374
7/26/20,147744,87117,32771,13249,43680
7/27/20,148848,87802,33408,13334,44022
7/28/20,150063,89060,34193,13483,44876
7/29/20,151477,90259,34955,13650,45361
7/30/20,152778,91461,35718,13778,46000
7/31/20,153969,92728,36511,13939,46688
8/1/20,155059,93669,37364,14034,47472
8/2/20,155535,94193,38135,14104,47746
8/3/20,156127,94795,38938,14183,48012
8/4/20,157375,96153,39795,14327,48869
8/5/20,158770,97519,40699,14465,49698
8/6/20,159971,98745,41585,14579,50517
8/7/20,161266,99830,42518,14698,51311
8/8/20,162339,100657,43379,14827,52006
8/9/20,162916,101226,44386,14903,52298
8/10/20,163440,102015,45257,14973,53003
8/11/20,164517,103209,46091,15103,53929
8/12/20,166049,104393,47033,15231,54666
8/13/20,167077,105635,48040,15353,55293
8/14/20,168363,106642,49036,15467,55908
8/15/20,169423,107365,49980,15585,56543
8/16/20,170034,107952,50921,15653,56757
8/17/20,170493,108748,51797,15707,57023
8/18/20,171720,110100,52888,15836,57774
8/19/20,172421,111263,53866,15951,58481
8/20/20,173501,112500,54849,16058,59106
8/21/20,174616,113551,55794,16148,59610
8/22/20,175578,114379,56706,16268,60254
8/23/20,176057,114834,57542,16341,60480
8/24/20,176511,115557,58390,16406,60800
8/25/20,177729,116760,59357,16524,61450
8/26/20,178872,117839,60472,16638,62076
8/27/20,179979,118824,61529,16758,62594
8/28/20,180906,119673,62550,16866,63146
8/29/20,181869,120570,63498,16977,63819
8/30/20,182309,120971,64469,17045,64158
8/31/20,182794,121618,65288,17128,64414
9/1/20,183855,122768,66333,17250,65241
9/2/20,184927,123972,67376,17365,65816
9/3/20,185950,124839,68472,17479,66329
9/4/20,186900,125688,69561,17598,66851
9/5/20,187691,126292,70626,17707,67326
9/6/20,188127,126750,71642,17768,67558
9/7/20,188450,127070,72775,17818,67781
9/8/20,188923,127595,73890,17939,68484
9/9/20,190023,128752,75062,18080,69049
9/10/20,190930,129726,76271,18207,69649
9/11/20,192072,130574,77472,18309,70183
9/12/20,192810,131341,78586,18426,70604
9/13/20,193202,131746,79722,18517,70821
9/14/20,193626,132204,80776,18573,71049
9/15/20,194815,133286,82066,18723,71678
9/16/20,195747,134248,83198,18853,71978
9/17/20,196594,135117,84372,18996,72179
9/18/20,197549,135945,85619,19128,72803
9/19/20,198215,136626,86752,19270,73258
9/20/20,198474,136977,87882,19349,73493
9/21/20,198885,137443,88935,19420,73697
9/22/20,199907,138237,90020,19575,74348
9/23/20,200959,139169,91149,19720,74949
9/24/20,201855,139964,92290,19867,75439
9/25/20,202767,140786,93379,19973,75844
9/26/20,203530,141508,94503,20140,76243
9/27/20,203835,141847,95542,20239,76430
9/28/20,204173,142238,96318,20299,76603
9/29/20,205052,143096,97497,20456,77163
9/30/20,205957,144078,98678,20630,77646
10/1/20,206852,144851,99773,20796,78078
10/2/20,207741,145505,100842,20981,78492
10/3/20,208413,146093,101782,21153,78880
10/4/20,208798,146451,102685,21260,79088
10/5/20,209272,146844,103569,21375,81877
10/6/20,209960,147654,104555,21559,82348
10/7/20,210863,148379,105526,21755,82726
10/8/20,211836,149114,106490,21939,83096
10/9/20,212786,149768,107416,22137,83497
10/10/20,213434,150302,108334,22331,83642
10/11/20,213897,150580,109150,22471,83781
10/12/20,214290,150774,109856,22594,83945
10/13/20,215042,151152,110586,22834,84420
10/14/20,216028,151884,111266,23069,84898
10/15/20,216867,152698,112161,23350,85285
10/16/20,217793,153341,112998,23580,85704
10/17/20,218582,153756,114031,23857,86059
10/18/20,219042,153991,114610,24039,86167
10/19/20,219552,154317,115197,24205,86338
10/20/20,220500,154965,115914,24473,86893
10/21/20,221662,155536,116616,24786,87415
10/22/20,222542,156041,117306,25072,87415
10/23/20,223496,156604,117956,25353,88312
10/24/20,224468,156991,118534,25647,88743
10/25/20,224920,157224,119014,25875,88924
10/26/20,225479,157526,119502,26092,89171
10/27/20,226476,158052,120010,26409,89814
10/28/20,227516,158556,120527,26752,90309
10/29/20,228510,159107,121090,27111,90773
10/30/20,229582,159680,121641,27462,91289
10/31/20,230545,159972,122111,27787,91753
11/1/20,231054,160175,122607,28026,91895
11/2/20,231783,160340,123097,28264,92100
11/3/20,233407,160628,123611,28611,92593
11/4/20,234488,161246,124315,28996,93228
11/5/20,235702,161849,124985,29285,93772
11/6/20,236885,162120,125562,29654,94323
11/7/20,238011,162348,126121,30010,94808
11/8/20,238587,162538,126611,30292,95027
11/9/20,239390,162724,127059,30546,95225
11/10/20,240854,162922,127571,30899,95842
11/11/20,242317,163496,128121,31326,96430
11/12/20,243556,164429,128668,31755,97056
11/13/20,244749,165005,129188,32156,97624
11/14/20,246149,165739,129635,32536,98259
11/15/20,246908,165879,130070,32885,98542
11/16/20,247782,166136,130519,33184,98861
11/17/20,249523,166814,130993,33619,99026
11/18/20,251456,167568,131578,34068,99528
11/19/20,253468,168218,132162,34525,100104
11/20/20,255470,168731,132726,34980,100823
11/21/20,257102,169088,133227,35442,101373
11/22/20,258178,169266,133738,35838,101676
11/23/20,259314,169621,134218,36192,101926
11/24/20,261490,170248,134699,36675,102739
11/25/20,263717,170871,135223,37173,103597
11/26/20,265117,171581,135715,37688,104242
11/27/20,266737,172140,136200,38175,104873
11/28/20,268148,172684,136696,38676,105459
11/29/20,269192,172917,137139,39127,105655
11/30/20,270601,173268,137621,39491,105940
12/1/20,273099,173953,138122,40050,106765
12/2/20,275972,174632,138648,40630,107565
12/3/20,278878,175393,139188,41173,108173
12/4/20,281505,176071,139700,41730,108863
12/5/20,283901,176718,140182,42228,109456
12/6/20,285323,177058,140573,42675,109717
12/7/20,286953,177483,140958,43122,110074
12/8/20,289554,178281,141360,43674,110874
12/9/20,292513,179134,141772,44220,111655
12/10/20,295426,179903,142185,44769,112326
12/11/20,298758,180564,142628,45370,113019
12/12/20,301263,181241,143019,45923,113704
12/13/20,302831,181536,143355,46404,113953
12/14/20,304528,182049,143709,46846,114298
12/15/20,307426,182983,144096,47410,115099
12/16/20,311092,183924,144451,47994,115769
12/17/20,314505,184985,144789,48568,116487
12/18/20,317460,185802,145136,49170,117249
12/19/20,320197,186461,145477,49744,117876
12/20/20,321898,186880,145810,50242,118202
12/21/20,323724,187441,146111,50723,118598
12/22/20,327023,188410,146444,51274,119495
12/23/20,330326,189375,146756,51810,120311
12/24/20,333187,190135,147092,52434,121172
12/25/20,334690,190617,147343,52985,121837
12/26/20,336601,190913,147622,53539,122026
12/27/20,338068,191250,147901,54080,122426
12/28/20,339968,191788,148153,54559,122855
12/29/20,343506,192839,148439,55107,123845
12/30/20,347386,194056,148738,55692,124897
12/31/20,350604,195072,148994,56271,125807
1/1/21,352844,195541,149218,56798,126507
1/2/21,355436,195834,149435,57235,126851
1/3/21,356837,196145,149649,57730,127213
1/4/21,358853,196742,149850,58203,127757
1/5/21,362429,197930,150114,58706,128822
1/6/21,366299,199161,150336,59137,129987
1/7/21,370292,200679,150570,59628,131031
1/8/21,374520,201760,150570,60067,132069
1/9/21,377679,202769,150999,60523,133204
1/10/21,379769,203259,151160,60963,133706
1/11/21,381620,203750,151327,61389,134368
1/12/21,385969,204875,151529,61908,135682
1/13/21,389937,206139,151727,62463,136917
1/14/21,393717,207293,151918,63016,137916
1/15/21,397530,208428,152093,63558,139022
1/16/21,401080,209442,152274,64134,140241
1/17/21,403095,209993,152419,64601,140704
1/18/21,404678,210469,152556,65059,141248
1/19/21,407052,211629,152718,65632,142832
1/20/21,411457,213024,152869,66214,144371
1/21/21,415520,214371,153032,66810,146174
1/22/21,419286,215442,153184,67376,147614
1/23/21,422809,216587,153339,67919,149084
1/24/21,424638,217182,153470,68397,149614
1/25/21,426420,217872,153587,68841,150273
1/26/21,430433,219027,153724,69391,152016
1/27/21,434493,220363,153847,69971,153639
1/28/21,438259,221801,154010,70533,155145
1/29/21,441853,222888,154147,71054,156579
1/30/21,444670,224080,154274,71556,158074
1/31/21,446602,224648,154392,72029,158536
2/1/21,448381,225271,154486,72456,159100
2/2/21,451922,226532,154596,72982,159533
2/3/21,455778,227731,154703,73497,161240
2/4/21,459659,229007,154823,74005,161240
2/5/21,463316,230258,154918,74520,164290
2/6/21,466041,231195,154996,75010,165786
2/7/21,467504,231684,155080,75430,166200
2/8/21,468953,232405,155158,75828,166731
2/9/21,471978,233720,155252,76347,168432
2/10/21,475337,235081,155360,76873,169760
2/11/21,478492,236523,155447,77415,171234
2/12/21,481325,237743,155550,77911,172557
2/13/21,483578,238768,155642,78403,173771
2/14/21,484729,239421,155732,78825,174207
2/15/21,485675,240032,155813,79210,174657
2/16/21,487323,241124,155913,79659,175986
2/17/21,489731,242313,156014,80118,177061
2/18/21,492289,243752,156111,80587,178108
2/19/21,494810,245083,156212,81048,178965
2/20/21,496711,246114,156302,81517,179797
2/21/21,497922,246720,156385,81926,180107
2/22/21,499127,247431,156463,82255,180536
2/23/21,501384,248790,156567,82666,181809
2/24/21,504596,250236,156705,83044,182815
2/25/21,507105,251811,156825,83481,183692
2/26/21,509227,253154,156938,83900,184474
2/27/21,510739,254406,157051,84330,185257
2/28/21,511827,255179,157157,84700,185715
3/1/21,513045,256007,157248,85025,186152
3/2/21,514966,257728,157346,85458,187187
3/3/21,517540,259576,157435,85901,188044
3/4/21,519407,261384,157548,86368,188866
3/5/21,521179,263098,157656,86821,189578
3/6/21,522634,264588,157756,87253,190357
3/7/21,523337,265686,157853,87614,190604
3/8/21,524059,266808,157930,87985,190923
3/9/21,525818,268759,158063,88315,191789
3/10/21,527355,271140,158189,88773,192491
3/11/21,528896,273335,158306,89224,193152
3/12/21,530323,275457,158446,89701,193851
3/13/21,531333,277413,158607,90169,194490
3/14/21,531921,278483,158725,90558,194710
3/15/21,532570,279817,158856,90958,194944
3/16/21,533813,282667,159044,91395,195119
3/17/21,535007,285328,159216,91815,195908
3/18/21,536639,288052,159370,92266,196606
3/19/21,537659,290708,159558,92704,197219
3/20/21,538385,293076,159755,93090,197827
3/21/21,539089,294323,159967,93457,198036
3/22/21,539642,295926,160166,93812,198239
3/23/21,540614,299073,160441,94231,199048
3/24/21,542011,301390,160692,94624,199627
3/25/21,543355,304044,160949,95010,200211
3/26/21,544507,307554,161240,95410,200862
3/27/21,545311,310963,161552,95792,201429
3/28/21,545753,312545,161843,96123,201623
3/29/21,546387,314558,162114,96413,201832
3/30/21,547275,318213,162468,96817,202633
3/31/21,548349,322138,162927,97219,203210
4/1/21,549448,325793,163396,97594,203664
4/2/21,550345,328594,164110,97986,203854
4/3/21,551100,330503,164623,98363,204011
4/4/21,551412,331745,165101,98713,204147
4/5/21,551878,333657,165547,99049,204399
4/6/21,552706,337725,166177,99431,204985
4/7/21,555304,341396,166862,99800,205598
4/8/21,556312,345544,167642,100158,206146
4/9/21,557214,349296,168436,100554,207020
4/10/21,557972,351674,169275,100949,209212
4/11/21,558265,353531,170179,101282,209338
4/12/21,558720,355242,171058,101552,209702
4/13/21,559582,358999,172085,101882,210282
4/14/21,560515,362444,173123,102275,210812
4/15/21,561420,365935,174308,102667,211213
4/16/21,562291,369272,175649,103059,211693
4/17/21,563002,372149,177150,103451,212228
4/18/21,563355,373671,178769,103834,212339
4/19/21,563851,375427,180530,104173,212466
4/20/21,564688,378774,182553,104545,213048
4/21/21,565584,381971,184657,104937,213597
4/22/21,566523,384022,186920,105328,214095
4/23/21,567287,387064,189544,105718,214504
4/24/21,568037,389830,192311,106108,214853
4/25/21,568346,391164,195123,106434,214947
4/26/21,568824,392544,197894,106783,215113
4/27/21,569490,395625,201187,107167,215547
4/28/21,570473,398637,204832,107547,215918
4/29/21,571356,401669,208330,107902,216447
4/30/21,572156,404530,211853,108290,216907
5/1/21,572904,406770,215542,108675,217168
5/2/21,573232,408036,218959,109011,217233
5/3/21,573718,409161,222408,109341,217345
5/4/21,574560,412140,226188,109670,217740
5/5/21,575373,414911,230168,110022,218007
5/6/21,576169,417447,234083,110366,218173
5/7/21,576925,419633,238270,110735,218657
5/8/21,577564,421715,242347,111097,218928
5/9/21,577827,422637,246116,111425,218985
5/10/21,578229,423748,249992,111740,219089
5/11/21,578909,425993,254197,112063,219323
5/12/21,579676,428574,258317,112410,219590
5/13/21,580418,430851,262317,112795,219901
5/14/21,581049,433038,266207,113182,220159
5/15/21,581574,435039,270284,113541,220384
5/16/21,581842,436100,274390,113927,220437
5/17/21,582244,437185,278719,114263,220493
5/18/21,583024,439636,283248,114619,220746
5/19/21,583678,442136,287122,115003,220850
5/20/21,584363,444647,291331,115393,221080
5/21/21,584963,446773,295525,115764,221256
5/22/21,585451,448499,299266,116144,221597
5/23/21,585658,449388,303720,116497,221647
5/24/21,586095,450250,307231,116812,221695
5/25/21,586733,452434,311388,117197,221960
5/26/21,587719,454897,315235,117595,222232
5/27/21,589069,456998,318895,117990,222661
5/28/21,589604,459424,322512,118386,223072
5/29/21,589931,461365,325972,118781,223455
5/30/21,590079,462278,329100,119130,223507
5/31/21,590261,463244,331895,119464,223568
6/1/21,590904,465578,335102,119830,227840
6/2/21,591469,468086,337989,120217,228146
6/3/21,592098,470000,340702,120604,228362
6/4/21,592614,471191,344082,120974,228568
6/5/21,593200,472861,346759,121365,228758
6/6/21,593369,473741,349186,121711,228804
6/7/21,593676,474890,351309,122037,228838
6/8/21,593983,477538,353528,122409,229100
6/9/21,594458,479930,355705,122802,229353
6/10/21,594860,482435,363079,123178,229580
6/11/21,595386,484612,367081,123568,229823
6/12/21,595655,486586,370384,123961,230097
6/13/21,595767,487706,374305,124314,230150
6/14/21,595953,488726,377031,124681,230187
6/15/21,596276,491411,379573,125055,230428
6/16/21,596660,494113,381903,125443,230624
6/17/21,596959,496427,383490,125853,230792
6/18/21,597558,498903,385137,126300,230959
6/19/21,597728,501108,386708,126761,230959
6/20/21,597808,502139,388135,127206,231187
6/21/21,598069,503120,389302,127641,231244
6/22/21,598410,505223,390660,128180,231505
6/23/21,598796,507488,391981,128719,231847
6/24/21,599139,509526,393310,129278,232068
6/25/21,599667,511534,394493,129869,232346
6/26/21,599827,513051,395751,130479,232521
6/27/21,599903,513772,396730,131070,232564
6/28/21,600062,514486,397637,131671,232608
6/29/21,600390,516424,398454,132314,232803
6/30/21,600689,518488,399459,132973,233047
7/1/21,600972,520420,400312,133633,233248
7/2/21,601409,522296,401050,134302,233428
7/3/21,601494,523932,402005,134987,233580
7/4/21,601534,524703,402728,135637,233622
7/5/21,601654,525492,403281,136279,233689
7/6/21,601958,527251,404211,137005,233958
7/7/21,602285,528836,405028,137718,234192
7/8/21,602536,530563,405939,138441,234458
7/9/21,602999,532035,407145,139156,234675
7/10/21,603077,533193,408040,139896,234907
7/11/21,603196,533758,408764,140635,234969
7/12/21,603428,534540,410784,141335,235058
7/13/21,603783,536199,411406,142102,235277
7/14/21,604107,537735,411989,142877,235507
7/15/21,604462,539344,412531,143657,235740
7/16/21,604915,540733,413091,144446,236015
7/17/21,604987,542004,413609,145222,236240
7/18/21,605083,542485,414108,145975,236331
7/19/21,605281,543153,414482,146686,236469
7/20/21,605568,544532,418480,147457,236810
7/21/21,605932,545932,418987,148229,237207
7/22/21,606220,547363,419470,149012,237626
7/23/21,606772,548654,420016,149796,237626
7/24/21,606908,549735,420551,150583,238316
7/25/21,607012,550214,420967,151352,238424
7/26/21,607262,550839,421382,152069,238595
7/27/21,607719,552128,422022,152836,239079
7/28/21,608099,553501,422662,153620,239616
7/29/21,608418,554842,423217,154404,239997
7/30/21,609303,555727,423810,155180,240456
7/31/21,609480,556676,424351,155952,240906
8/1/21,609715,557091,424773,156726,241034
8/2/21,610087,557635,425195,157496,241279
8/3/21,610673,558872,425757,158263,241936
8/4/21,611222,559944,426290,159032,242547
8/5/21,611749,561070,426754,159803,243165
8/6/21,612880,562029,427371,160574,243733
8/7/21,613151,563028,427862,161343,244248
8/8/21,613291,563417,428309,162109,244420
8/9/21,613812,563925,428682,162860,244690
8/10/21,614634,565193,429179,163629,245476
8/11/21,615443,566238,429669,164413,246203
8/12/21,616474,567254,430254,165201,246811
8/13/21,617536,568146,430732,165996,247414
8/14/21,617815,569058,431225,166795,248167
8/15/21,618029,569447,431642,167595,248167
8/16/21,619076,569861,432079,168384,248652
8/17/21,620103,570955,432519,169169,249529
8/18/21,621307,571945,433049,169948,250469
8/19/21,623088,572968,433589,170716,251305
8/20/21,624543,573862,433964,171480,252080
8/21/21,625120,574473,434367,172257,252927
8/22/21,625343,574806,434756,173003,253155
8/23/21,626678,575223,435110,173768,253526
8/24/21,628114,576082,435758,174542,254466
8/25/21,629663,576969,436365,175328,255452
8/26/21,631881,577840,436861,176127,256287
8/27/21,633630,578658,437370,176904,257150
8/28/21,634284,579287,437830,177679,257906
8/29/21,634608,579565,438210,178457,258165
8/30/21,636323,579883,438560,179233,258491
8/31/21,637765,580764,439020,180009,259326
9/1/21,639812,581461,439529,180781,260503
9/2/21,642866,582243,439895,181560,261496
9/3/21,644805,582983,440225,182341,262221
9/4/21,645465,583621,440533,183117,262868
9/5/21,645892,583892,440752,183896,263140
9/6/21,646513,584112,441042,184672,263470
9/7/21,648608,584439,441411,185447,264541
9/8/21,650906,584688,441749,186224,265420
9/9/21,654131,585512,442009,186999,266150
9/10/21,656586,586148,442317,187768,266150
9/11/21,657428,586817,442655,188546,267524
9/12/21,657812,587116,442874,189319,267748
9/13/21,659965,587400,443213,190031,267969
9/14/21,661887,588078,443497,190793,269016
9/15/21,664619,588879,443928,191566,269913
9/16/21,668107,589542,444248,192340,270348
9/17/21,670569,590180,444529,193111,270538
9/18/21,671572,590766,444838,193891,270538
9/19/21,671980,591014,445133,194671,271503
9/20/21,674288,591279,445385,195438,271765
9/21/21,676730,591952,445768,196235,272580
9/22/21,679419,592617,446050,197032,273391
